X--_uc251498ff9 1::[V(_uc263a294881)],Y--_uc251498ff9 1::[V(_uc263a294881)],,X--_uc251498ff9 2::[V(_uc263a294882)],Y--_uc251498ff9 2::[V(_uc263a294882)]
0.00445711,0.0372394,,0.00445711,4.97644
0.00446711,0.0372387,,0.00446711,4.97664
0.00447711,0.037238,,0.00447711,4.97685
0.00448711,0.0372373,,0.00448711,4.97705
0.00449711,0.0372366,,0.00449711,4.97724
0.00450711,0.0372359,,0.00450711,4.97744
0.00451711,0.0372352,,0.00451711,4.97762
0.00452711,0.0372345,,0.00452711,4.97781
0.00453711,0.0372338,,0.00453711,4.97799
0.00454711,0.0372331,,0.00454711,4.97817
0.00455711,0.0372324,,0.00455711,4.97834
0.00456711,0.0372317,,0.00456711,4.97851
0.00457711,0.037231,,0.00457711,4.97868
0.00458711,0.0372304,,0.00458711,4.97884
0.00459711,0.0372297,,0.00459711,4.979
0.00460711,0.037229,,0.00460711,4.97916
0.00461711,0.0372283,,0.00461711,4.97932
0.00462711,0.0372276,,0.00462711,4.97947
0.00463711,0.0372269,,0.00463711,4.97962
0.00464711,0.0372262,,0.00464711,4.97977
0.00465711,0.0372255,,0.00465711,4.97991
0.00466711,0.0372248,,0.00466711,4.98006
0.00467711,0.0372241,,0.00467711,4.9802
0.00468711,0.0372235,,0.00468711,4.98033
0.00469711,0.0372228,,0.00469711,4.98047
0.00470711,0.0372221,,0.00470711,4.9806
0.00471661,0.0372214,,0.00471661,4.98073
0.00472661,0.0372208,,0.00472661,4.98085
