X--_uc251498ff9 1::[V(_uc263a294881)],Y--_uc251498ff9 1::[V(_uc263a294881)],,X--_uc251498ff9 2::[V(_uc263a294882)],Y--_uc251498ff9 2::[V(_uc263a294882)]
0.0500004,0.0369561,,0.0500004,4.99579
0.0500012,0.0389519,,0.0500012,4.99579
0.0500028,0.0483047,,0.0500028,4.99579
0.0500047,4.26023,,0.0500047,4.99579
0.0500061,4.73371,,0.0500061,4.99579
0.0500069,4.54883,,0.0500069,4.99579
0.0500076,4.53157,,0.0500076,4.99579
0.0500086,4.53693,,0.0500086,4.99579
0.05001,4.53693,,0.05001,4.99579
0.0500102,4.54873,,0.0500102,4.99579
0.0500106,4.55412,,0.0500106,4.99579
0.0500114,4.55057,,0.0500114,4.99579
0.0500131,4.55359,,0.0500131,4.99579
0.0500164,4.55104,,0.0500164,4.99579
0.0500229,4.55386,,0.0500229,4.99579
0.0500329,4.55178,,0.0500329,4.99579
0.0500429,4.55462,,0.0500429,4.99578
0.0500524,4.55382,,0.0500524,4.99578
0.0500624,4.5542,,0.0500624,4.99578
0.0500724,4.55462,,0.0500724,4.99578
0.0500824,4.55501,,0.0500824,4.99577
0.0500924,4.55543,,0.0500924,4.99577
0.0501024,4.55582,,0.0501024,4.99577
0.0501124,4.55624,,0.0501124,4.99577
0.0501224,4.55663,,0.0501224,4.99576
0.0501324,4.55704,,0.0501324,4.99576
0.0501424,4.55743,,0.0501424,4.99576
0.0501524,4.55785,,0.0501524,4.99575
0.0501624,4.55824,,0.0501624,4.99575
0.0501724,4.55865,,0.0501724,4.99575
0.0501824,4.55904,,0.0501824,4.99575
0.0501924,4.55945,,0.0501924,4.99574
0.0502024,4.55984,,0.0502024,4.99574
0.0502124,4.56025,,0.0502124,4.99574
0.0502224,4.56064,,0.0502224,4.99574
0.0502324,4.56105,,0.0502324,4.99573
0.0502424,4.56144,,0.0502424,4.99573
0.0502524,4.56184,,0.0502524,4.99573
0.0502624,4.56223,,0.0502624,4.99572
0.0502724,4.56264,,0.0502724,4.99572
0.0502824,4.56303,,0.0502824,4.99572
0.0502924,4.56343,,0.0502924,4.99572
0.0503024,4.56382,,0.0503024,4.99571
0.0503124,4.56422,,0.0503124,4.99571
0.0503224,4.56461,,0.0503224,4.99571
0.0503324,4.56502,,0.0503324,4.99571
0.0503424,4.5654,,0.0503424,4.9957
0.0503524,4.5658,,0.0503524,4.9957
0.0503624,4.56619,,0.0503624,4.9957
0.0503724,4.56659,,0.0503724,4.99569
0.0503824,4.56698,,0.0503824,4.99569
0.0503924,4.56738,,0.0503924,4.99569
0.0504024,4.56777,,0.0504024,4.99569
0.0504124,4.56816,,0.0504124,4.99568
0.0504224,4.56855,,0.0504224,4.99568
0.0504324,4.56895,,0.0504324,4.99568
0.0504424,4.56933,,0.0504424,4.99568
0.0504524,4.56973,,0.0504524,4.99567
0.0504624,4.57012,,0.0504624,4.99567
0.0504724,4.57051,,0.0504724,4.99567
0.0504824,4.5709,,0.0504824,4.99566
0.0504924,4.57129,,0.0504924,4.99566
0.0505024,4.57168,,0.0505024,4.99566
0.0505124,4.57207,,0.0505124,4.99566
0.0505224,4.57245,,0.0505224,4.99565
0.0505324,4.57285,,0.0505324,4.99565
0.0505424,4.57323,,0.0505424,4.99565
0.0505524,4.57362,,0.0505524,4.99564
0.0505624,4.574,,0.0505624,4.99564
0.0505724,4.5744,,0.0505724,4.99564
0.0505824,4.57478,,0.0505824,4.99564
0.0505924,4.57517,,0.0505924,4.99563
0.0506024,4.57555,,0.0506024,4.99563
0.0506124,4.57594,,0.0506124,4.99563
0.0506224,4.57632,,0.0506224,4.99562
0.0506324,4.57671,,0.0506324,4.99562
0.0506419,4.57707,,0.0506419,4.99562
0.0506519,4.57746,,0.0506519,4.99561
0.0506619,4.57784,,0.0506619,4.99561
0.0506719,4.57822,,0.0506719,4.99561
0.0506819,4.57861,,0.0506819,4.99561
0.0506919,4.57899,,0.0506919,4.9956
0.0507019,4.57937,,0.0507019,4.9956
0.0507119,4.57975,,0.0507119,4.9956
0.0507219,4.58013,,0.0507219,4.99559
0.0507319,4.58052,,0.0507319,4.99559
0.0507419,4.5809,,0.0507419,4.99559
0.0507519,4.58128,,0.0507519,4.99559
0.0507619,4.58166,,0.0507619,4.99558
0.0507719,4.58204,,0.0507719,4.99558
0.0507819,4.58242,,0.0507819,4.99558
0.0507919,4.5828,,0.0507919,4.99557
0.0508019,4.58318,,0.0508019,4.99557
0.0508119,4.58355,,0.0508119,4.99557
0.0508219,4.58393,,0.0508219,4.99556
0.0508319,4.58431,,0.0508319,4.99556
0.0508419,4.58469,,0.0508419,4.99556
0.0508519,4.58506,,0.0508519,4.99556
0.0508619,4.58544,,0.0508619,4.99555
0.0508719,4.58582,,0.0508719,4.99555
0.0508819,4.58619,,0.0508819,4.99555
0.0508919,4.58657,,0.0508919,4.99554
0.0509019,4.58695,,0.0509019,4.99554
0.0509119,4.58732,,0.0509119,4.99554
0.0509219,4.58769,,0.0509219,4.99553
0.0509319,4.58807,,0.0509319,4.99553
0.0509419,4.58844,,0.0509419,4.99553
0.0509519,4.58882,,0.0509519,4.99552
0.0509619,4.58919,,0.0509619,4.99552
0.0509719,4.58956,,0.0509719,4.99552
0.0509819,4.58994,,0.0509819,4.99552
0.0509919,4.59031,,0.0509919,4.99551
0.0510019,4.59068,,0.0510019,4.99551
0.0510119,4.59105,,0.0510119,4.99551
0.0510219,4.59142,,0.0510219,4.9955
0.0510319,4.59179,,0.0510319,4.9955
0.0510419,4.59217,,0.0510419,4.9955
0.0510519,4.59254,,0.0510519,4.99549
0.0510619,4.59291,,0.0510619,4.99549
0.0510719,4.59328,,0.0510719,4.99549
0.0510819,4.59364,,0.0510819,4.99548
0.0510919,4.59401,,0.0510919,4.99548
0.0511019,4.59438,,0.0511019,4.99548
0.0511119,4.59475,,0.0511119,4.99548
0.0511219,4.59512,,0.0511219,4.99547
0.0511319,4.59549,,0.0511319,4.99547
0.0511419,4.59585,,0.0511419,4.99547
0.0511519,4.59622,,0.0511519,4.99546
0.0511619,4.59659,,0.0511619,4.99546
0.0511719,4.59695,,0.0511719,4.99546
0.0511819,4.59732,,0.0511819,4.99545
0.0511919,4.59769,,0.0511919,4.99545
0.0512019,4.59805,,0.0512019,4.99545
0.0512119,4.59842,,0.0512119,4.99544
0.0512219,4.59878,,0.0512219,4.99544
0.0512319,4.59914,,0.0512319,4.99544
0.0512419,4.59951,,0.0512419,4.99543
0.0512519,4.59987,,0.0512519,4.99543
0.0512619,4.60024,,0.0512619,4.99543
0.0512719,4.6006,,0.0512719,4.99542
0.0512819,4.60096,,0.0512819,4.99542
0.0512919,4.60132,,0.0512919,4.99542
0.0513019,4.60169,,0.0513019,4.99541
0.0513119,4.60205,,0.0513119,4.99541
0.0513219,4.60241,,0.0513219,4.99541
0.0513319,4.60277,,0.0513319,4.9954
0.0513419,4.60313,,0.0513419,4.9954
0.0513519,4.60349,,0.0513519,4.9954
0.0513619,4.60385,,0.0513619,4.99539
0.0513719,4.60421,,0.0513719,4.99539
0.0513819,4.60457,,0.0513819,4.99539
0.0513919,4.60493,,0.0513919,4.99538
0.0514019,4.60529,,0.0514019,4.99538
0.0514119,4.60565,,0.0514119,4.99538
0.0514219,4.606,,0.0514219,4.99537
0.0514319,4.60636,,0.0514319,4.99537
0.0514419,4.60672,,0.0514419,4.99537
0.0514519,4.60708,,0.0514519,4.99536
0.0514619,4.60743,,0.0514619,4.99536
0.0514719,4.60779,,0.0514719,4.99536
0.0514819,4.60815,,0.0514819,4.99535
0.0514919,4.6085,,0.0514919,4.99535
0.0515019,4.60886,,0.0515019,4.99535
0.0515119,4.60921,,0.0515119,4.99534
0.0515219,4.60957,,0.0515219,4.99534
0.0515319,4.60992,,0.0515319,4.99534
0.0515419,4.61028,,0.0515419,4.99533
0.0515519,4.61063,,0.0515519,4.99533
0.0515619,4.61098,,0.0515619,4.99533
0.0515719,4.61134,,0.0515719,4.99532
0.0515819,4.61169,,0.0515819,4.99532
0.0515919,4.61204,,0.0515919,4.99532
0.0516019,4.6124,,0.0516019,4.99531
0.0516119,4.61275,,0.0516119,4.99531
0.0516219,4.6131,,0.0516219,4.99531
0.0516319,4.61345,,0.0516319,4.9953
0.0516419,4.6138,,0.0516419,4.9953
0.0516519,4.61415,,0.0516519,4.9953
0.0516619,4.6145,,0.0516619,4.99529
0.0516719,4.61485,,0.0516719,4.99529
0.0516819,4.6152,,0.0516819,4.99529
0.0516919,4.61555,,0.0516919,4.99528
0.0517019,4.6159,,0.0517019,4.99528
0.0517119,4.61625,,0.0517119,4.99527
0.0517219,4.6166,,0.0517219,4.99527
0.0517319,4.61695,,0.0517319,4.99527
0.0517419,4.61729,,0.0517419,4.99526
0.0517519,4.61764,,0.0517519,4.99526
0.0517619,4.61799,,0.0517619,4.99526
0.0517719,4.61834,,0.0517719,4.99525
0.0517819,4.61868,,0.0517819,4.99525
0.0517919,4.61903,,0.0517919,4.99525
0.0518019,4.61937,,0.0518019,4.99524
0.0518119,4.61972,,0.0518119,4.99524
0.0518219,4.62007,,0.0518219,4.99524
0.0518319,4.62041,,0.0518319,4.99523
0.0518419,4.62076,,0.0518419,4.99523
0.0518519,4.6211,,0.0518519,4.99522
0.0518619,4.62144,,0.0518619,4.99522
0.0518719,4.62179,,0.0518719,4.99522
0.0518819,4.62213,,0.0518819,4.99521
0.0518919,4.62247,,0.0518919,4.99521
0.0519019,4.62282,,0.0519019,4.99521
0.0519119,4.62316,,0.0519119,4.9952
0.0519219,4.6235,,0.0519219,4.9952
0.0519319,4.62384,,0.0519319,4.9952
0.0519419,4.62419,,0.0519419,4.99519
0.0519519,4.62453,,0.0519519,4.99519
0.0519619,4.62487,,0.0519619,4.99518
0.0519719,4.62521,,0.0519719,4.99518
0.0519819,4.62555,,0.0519819,4.99518
0.0519919,4.62589,,0.0519919,4.99517
0.0520019,4.62623,,0.0520019,4.99517
0.0520119,4.62657,,0.0520119,4.99517
0.0520219,4.62691,,0.0520219,4.99516
0.0520319,4.62725,,0.0520319,4.99516
0.0520419,4.62758,,0.0520419,4.99515
0.0520519,4.62792,,0.0520519,4.99515
0.0520619,4.62826,,0.0520619,4.99515
0.0520719,4.6286,,0.0520719,4.99514
0.0520819,4.62893,,0.0520819,4.99514
0.0520919,4.62927,,0.0520919,4.99514
0.0521019,4.62961,,0.0521019,4.99513
0.0521119,4.62994,,0.0521119,4.99513
0.0521219,4.63028,,0.0521219,4.99512
0.0521319,4.63062,,0.0521319,4.99512
0.0521419,4.63095,,0.0521419,4.99512
0.0521519,4.63129,,0.0521519,4.99511
0.0521619,4.63162,,0.0521619,4.99511
0.0521719,4.63196,,0.0521719,4.9951
0.0521819,4.63229,,0.0521819,4.9951
0.0521919,4.63262,,0.0521919,4.9951
0.0522019,4.63296,,0.0522019,4.99509
0.0522119,4.63329,,0.0522119,4.99509
0.0522219,4.63362,,0.0522219,4.99509
0.0522319,4.63396,,0.0522319,4.99508
0.0522419,4.63429,,0.0522419,4.99508
0.0522519,4.63462,,0.0522519,4.99507
0.0522619,4.63495,,0.0522619,4.99507
0.0522719,4.63529,,0.0522719,4.99507
0.0522819,4.63562,,0.0522819,4.99506
0.0522919,4.63595,,0.0522919,4.99506
0.0523019,4.63628,,0.0523019,4.99505
0.0523119,4.63661,,0.0523119,4.99505
0.0523219,4.63694,,0.0523219,4.99505
0.0523319,4.63727,,0.0523319,4.99504
0.0523419,4.6376,,0.0523419,4.99504
0.0523519,4.63793,,0.0523519,4.99503
0.0523619,4.63826,,0.0523619,4.99503
0.0523719,4.63858,,0.0523719,4.99503
0.0523819,4.63891,,0.0523819,4.99502
0.0523919,4.63924,,0.0523919,4.99502
0.0524019,4.63957,,0.0524019,4.99501
0.0524119,4.63989,,0.0524119,4.99501
0.0524219,4.64022,,0.0524219,4.99501
0.0524319,4.64055,,0.0524319,4.995
0.0524419,4.64087,,0.0524419,4.995
0.0524519,4.6412,,0.0524519,4.99499
0.0524619,4.64153,,0.0524619,4.99499
0.0524719,4.64185,,0.0524719,4.99499
0.0524819,4.64218,,0.0524819,4.99498
0.0524919,4.6425,,0.0524919,4.99498
0.0525019,4.64283,,0.0525019,4.99497
0.0525119,4.64315,,0.0525119,4.99497
0.0525219,4.64348,,0.0525219,4.99497
0.0525319,4.6438,,0.0525319,4.99496
0.0525419,4.64412,,0.0525419,4.99496
0.0525519,4.64445,,0.0525519,4.99495
0.0525619,4.64477,,0.0525619,4.99495
0.0525719,4.64509,,0.0525719,4.99494
0.0525819,4.64541,,0.0525819,4.99494
0.0525919,4.64574,,0.0525919,4.99494
0.0526019,4.64606,,0.0526019,4.99493
0.0526119,4.64638,,0.0526119,4.99493
0.0526219,4.6467,,0.0526219,4.99492
0.0526319,4.64702,,0.0526319,4.99492
0.0526419,4.64734,,0.0526419,4.99492
0.0526519,4.64766,,0.0526519,4.99491
0.0526619,4.64798,,0.0526619,4.99491
0.0526719,4.6483,,0.0526719,4.9949
0.0526819,4.64862,,0.0526819,4.9949
0.0526919,4.64894,,0.0526919,4.99489
0.0527019,4.64926,,0.0527019,4.99489
0.0527119,4.64958,,0.0527119,4.99489
0.0527219,4.64989,,0.0527219,4.99488
0.0527319,4.65021,,0.0527319,4.99488
0.0527419,4.65053,,0.0527419,4.99487
0.0527519,4.65085,,0.0527519,4.99487
0.0527619,4.65116,,0.0527619,4.99486
0.0527719,4.65148,,0.0527719,4.99486
0.0527819,4.6518,,0.0527819,4.99486
0.0527919,4.65211,,0.0527919,4.99485
0.0528019,4.65243,,0.0528019,4.99485
0.0528119,4.65275,,0.0528119,4.99484
0.0528219,4.65306,,0.0528219,4.99484
0.0528319,4.65338,,0.0528319,4.99483
0.0528419,4.65369,,0.0528419,4.99483
0.0528519,4.65401,,0.0528519,4.99483
0.0528619,4.65432,,0.0528619,4.99482
0.0528719,4.65463,,0.0528719,4.99482
0.0528819,4.65495,,0.0528819,4.99481
0.0528919,4.65526,,0.0528919,4.99481
0.0529019,4.65557,,0.0529019,4.9948
0.0529119,4.65589,,0.0529119,4.9948
0.0529219,4.6562,,0.0529219,4.99479
0.0529319,4.65651,,0.0529319,4.99479
0.0529419,4.65682,,0.0529419,4.99479
0.0529519,4.65713,,0.0529519,4.99478
0.0529619,4.65745,,0.0529619,4.99478
0.0529719,4.65776,,0.0529719,4.99477
0.0529819,4.65807,,0.0529819,4.99477
0.0529919,4.65838,,0.0529919,4.99476
0.0530019,4.65869,,0.0530019,4.99476
0.0530119,4.659,,0.0530119,4.99475
0.0530219,4.65931,,0.0530219,4.99475
0.0530319,4.65962,,0.0530319,4.99474
0.0530419,4.65993,,0.0530419,4.99474
0.0530519,4.66024,,0.0530519,4.99474
0.0530619,4.66054,,0.0530619,4.99473
0.0530719,4.66085,,0.0530719,4.99473
0.0530819,4.66116,,0.0530819,4.99472
0.0530919,4.66147,,0.0530919,4.99472
0.0531019,4.66178,,0.0531019,4.99471
0.0531119,4.66208,,0.0531119,4.99471
0.0531219,4.66239,,0.0531219,4.9947
0.0531319,4.6627,,0.0531319,4.9947
0.0531419,4.663,,0.0531419,4.99469
0.0531519,4.66331,,0.0531519,4.99469
0.0531619,4.66361,,0.0531619,4.99468
0.0531719,4.66392,,0.0531719,4.99468
0.0531819,4.66422,,0.0531819,4.99467
0.0531919,4.66453,,0.0531919,4.99467
0.0532019,4.66483,,0.0532019,4.99467
0.0532119,4.66514,,0.0532119,4.99466
0.0532219,4.66544,,0.0532219,4.99466
0.0532319,4.66575,,0.0532319,4.99465
0.0532419,4.66605,,0.0532419,4.99465
0.0532519,4.66635,,0.0532519,4.99464
0.0532619,4.66666,,0.0532619,4.99464
0.0532719,4.66696,,0.0532719,4.99463
0.0532819,4.66726,,0.0532819,4.99463
0.0532919,4.66756,,0.0532919,4.99462
0.0533019,4.66787,,0.0533019,4.99462
0.0533119,4.66817,,0.0533119,4.99461
0.0533219,4.66847,,0.0533219,4.99461
0.0533319,4.66877,,0.0533319,4.9946
0.0533419,4.66907,,0.0533419,4.9946
0.0533519,4.66937,,0.0533519,4.99459
0.0533619,4.66967,,0.0533619,4.99459
0.0533719,4.66997,,0.0533719,4.99458
0.0533819,4.67027,,0.0533819,4.99458
0.0533919,4.67057,,0.0533919,4.99457
0.0534019,4.67087,,0.0534019,4.99457
0.0534119,4.67117,,0.0534119,4.99456
0.0534219,4.67147,,0.0534219,4.99456
0.0534319,4.67176,,0.0534319,4.99455
0.0534419,4.67206,,0.0534419,4.99455
0.0534519,4.67236,,0.0534519,4.99454
0.0534619,4.67266,,0.0534619,4.99454
0.0534719,4.67296,,0.0534719,4.99453
0.0534819,4.67325,,0.0534819,4.99453
0.0534919,4.67355,,0.0534919,4.99452
0.0535019,4.67385,,0.0535019,4.99452
0.0535119,4.67414,,0.0535119,4.99451
0.0535219,4.67444,,0.0535219,4.99451
0.0535319,4.67473,,0.0535319,4.9945
0.0535419,4.67503,,0.0535419,4.9945
0.0535519,4.67532,,0.0535519,4.99449
0.0535619,4.67562,,0.0535619,4.99449
0.0535719,4.67591,,0.0535719,4.99448
0.0535819,4.67621,,0.0535819,4.99448
0.0535919,4.6765,,0.0535919,4.99447
0.0536019,4.6768,,0.0536019,4.99447
0.0536119,4.67709,,0.0536119,4.99446
0.0536219,4.67738,,0.0536219,4.99446
0.0536319,4.67767,,0.0536319,4.99445
0.0536419,4.67797,,0.0536419,4.99445
0.0536519,4.67826,,0.0536519,4.99444
0.0536619,4.67855,,0.0536619,4.99444
0.0536719,4.67884,,0.0536719,4.99443
0.0536819,4.67914,,0.0536819,4.99443
0.0536919,4.67943,,0.0536919,4.99442
0.0537019,4.67972,,0.0537019,4.99442
0.0537119,4.68001,,0.0537119,4.99441
0.0537219,4.6803,,0.0537219,4.99441
0.0537319,4.68059,,0.0537319,4.9944
0.0537419,4.68088,,0.0537419,4.9944
0.0537519,4.68117,,0.0537519,4.99439
0.0537619,4.68146,,0.0537619,4.99438
0.0537719,4.68175,,0.0537719,4.99438
0.0537819,4.68204,,0.0537819,4.99437
0.0537919,4.68233,,0.0537919,4.99437
0.0538019,4.68261,,0.0538019,4.99436
0.0538119,4.6829,,0.0538119,4.99436
0.0538219,4.68319,,0.0538219,4.99435
0.0538319,4.68348,,0.0538319,4.99435
0.0538419,4.68377,,0.0538419,4.99434
0.0538519,4.68405,,0.0538519,4.99434
0.0538619,4.68434,,0.0538619,4.99433
0.0538719,4.68463,,0.0538719,4.99433
0.0538819,4.68491,,0.0538819,4.99432
0.0538919,4.6852,,0.0538919,4.99431
0.0539019,4.68549,,0.0539019,4.99431
0.0539119,4.68577,,0.0539119,4.9943
0.0539219,4.68606,,0.0539219,4.9943
0.0539319,4.68634,,0.0539319,4.99429
0.0539419,4.68663,,0.0539419,4.99429
0.0539519,4.68691,,0.0539519,4.99428
0.0539619,4.68719,,0.0539619,4.99428
0.0539719,4.68748,,0.0539719,4.99427
0.0539819,4.68776,,0.0539819,4.99426
0.0539919,4.68805,,0.0539919,4.99426
0.0540019,4.68833,,0.0540019,4.99425
0.0540119,4.68861,,0.0540119,4.99425
0.0540219,4.6889,,0.0540219,4.99424
0.0540319,4.68918,,0.0540319,4.99424
0.0540419,4.68946,,0.0540419,4.99423
0.0540519,4.68974,,0.0540519,4.99423
0.0540619,4.69002,,0.0540619,4.99422
0.0540719,4.69031,,0.0540719,4.99421
0.0540819,4.69059,,0.0540819,4.99421
0.0540919,4.69087,,0.0540919,4.9942
0.0541019,4.69115,,0.0541019,4.9942
0.0541119,4.69143,,0.0541119,4.99419
0.0541219,4.69171,,0.0541219,4.99418
0.0541319,4.69199,,0.0541319,4.99418
0.0541419,4.69227,,0.0541419,4.99417
0.0541519,4.69255,,0.0541519,4.99417
0.0541619,4.69283,,0.0541619,4.99416
0.0541719,4.69311,,0.0541719,4.99416
0.0541819,4.69338,,0.0541819,4.99415
0.0541919,4.69366,,0.0541919,4.99414
0.0542019,4.69394,,0.0542019,4.99414
0.0542119,4.69422,,0.0542119,4.99413
0.0542219,4.6945,,0.0542219,4.99413
0.0542319,4.69477,,0.0542319,4.99412
0.0542419,4.69505,,0.0542419,4.99411
0.0542519,4.69533,,0.0542519,4.99411
0.0542619,4.69561,,0.0542619,4.9941
0.0542719,4.69588,,0.0542719,4.9941
0.0542819,4.69616,,0.0542819,4.99409
0.0542919,4.69643,,0.0542919,4.99409
0.0543019,4.69671,,0.0543019,4.99408
0.0543119,4.69698,,0.0543119,4.99407
0.0543219,4.69726,,0.0543219,4.99407
0.0543319,4.69753,,0.0543319,4.99406
0.0543419,4.69781,,0.0543419,4.99405
0.0543519,4.69808,,0.0543519,4.99405
0.0543619,4.69836,,0.0543619,4.99404
0.0543719,4.69863,,0.0543719,4.99404
0.0543819,4.69891,,0.0543819,4.99403
0.0543919,4.69918,,0.0543919,4.99402
0.0544019,4.69945,,0.0544019,4.99402
0.0544119,4.69972,,0.0544119,4.99401
0.0544219,4.7,,0.0544219,4.99401
0.0544319,4.70027,,0.0544319,4.994
0.0544419,4.70054,,0.0544419,4.99399
0.0544519,4.70081,,0.0544519,4.99399
0.0544619,4.70109,,0.0544619,4.99398
0.0544719,4.70136,,0.0544719,4.99397
0.0544819,4.70163,,0.0544819,4.99397
0.0544919,4.7019,,0.0544919,4.99396
0.0545019,4.70217,,0.0545019,4.99396
0.0545119,4.70244,,0.0545119,4.99395
0.0545219,4.70271,,0.0545219,4.99394
0.0545319,4.70298,,0.0545319,4.99394
0.0545419,4.70325,,0.0545419,4.99393
0.0545519,4.70352,,0.0545519,4.99392
0.0545619,4.70379,,0.0545619,4.99392
0.0545719,4.70406,,0.0545719,4.99391
0.0545819,4.70433,,0.0545819,4.99391
0.0545919,4.7046,,0.0545919,4.9939
0.0546019,4.70486,,0.0546019,4.99389
0.0546119,4.70513,,0.0546119,4.99389
0.0546219,4.7054,,0.0546219,4.99388
0.0546319,4.70567,,0.0546319,4.99387
0.0546419,4.70593,,0.0546419,4.99387
0.0546519,4.7062,,0.0546519,4.99386
0.0546619,4.70647,,0.0546619,4.99385
0.0546719,4.70673,,0.0546719,4.99385
0.0546819,4.707,,0.0546819,4.99384
0.0546919,4.70727,,0.0546919,4.99383
0.0547019,4.70753,,0.0547019,4.99383
0.0547119,4.7078,,0.0547119,4.99382
0.0547219,4.70806,,0.0547219,4.99381
0.0547319,4.70833,,0.0547319,4.99381
0.0547419,4.70859,,0.0547419,4.9938
0.0547519,4.70886,,0.0547519,4.99379
0.0547619,4.70912,,0.0547619,4.99379
0.0547719,4.70939,,0.0547719,4.99378
0.0547819,4.70965,,0.0547819,4.99377
0.0547919,4.70991,,0.0547919,4.99377
0.0548019,4.71018,,0.0548019,4.99376
0.0548119,4.71044,,0.0548119,4.99375
0.0548219,4.7107,,0.0548219,4.99375
0.0548319,4.71097,,0.0548319,4.99374
0.0548419,4.71123,,0.0548419,4.99373
0.0548519,4.71149,,0.0548519,4.99373
0.0548619,4.71175,,0.0548619,4.99372
0.0548719,4.71201,,0.0548719,4.99371
0.0548819,4.71228,,0.0548819,4.99371
0.0548919,4.71254,,0.0548919,4.9937
0.0549019,4.7128,,0.0549019,4.99369
0.0549119,4.71306,,0.0549119,4.99369
0.0549219,4.71332,,0.0549219,4.99368
0.0549319,4.71358,,0.0549319,4.99367
0.0549419,4.71384,,0.0549419,4.99366
0.0549519,4.7141,,0.0549519,4.99366
0.0549619,4.71436,,0.0549619,4.99365
0.0549719,4.71462,,0.0549719,4.99364
0.0549819,4.71488,,0.0549819,4.99364
0.0549919,4.71514,,0.0549919,4.99363
0.0550019,4.7154,,0.0550019,4.99362
0.0550119,4.71565,,0.0550119,4.99361
0.0550219,4.71591,,0.0550219,4.99361
0.0550319,4.71617,,0.0550319,4.9936
0.0550419,4.71643,,0.0550419,4.99359
0.0550519,4.71669,,0.0550519,4.99359
0.0550619,4.71694,,0.0550619,4.99358
0.0550719,4.7172,,0.0550719,4.99357
0.0550819,4.71746,,0.0550819,4.99356
0.0550919,4.71771,,0.0550919,4.99356
0.0551019,4.71797,,0.0551019,4.99355
0.0551119,4.71823,,0.0551119,4.99354
0.0551219,4.71848,,0.0551219,4.99354
0.0551319,4.71874,,0.0551319,4.99353
0.0551419,4.71899,,0.0551419,4.99352
0.0551519,4.71925,,0.0551519,4.99351
0.0551619,4.7195,,0.0551619,4.99351
0.0551719,4.71976,,0.0551719,4.9935
0.0551819,4.72001,,0.0551819,4.99349
0.0551919,4.72027,,0.0551919,4.99348
0.0552019,4.72052,,0.0552019,4.99348
0.0552119,4.72077,,0.0552119,4.99347
0.0552219,4.72103,,0.0552219,4.99346
0.0552319,4.72128,,0.0552319,4.99345
0.0552419,4.72153,,0.0552419,4.99345
0.0552519,4.72179,,0.0552519,4.99344
0.0552619,4.72204,,0.0552619,4.99343
0.0552719,4.72229,,0.0552719,4.99342
0.0552819,4.72254,,0.0552819,4.99342
0.0552919,4.7228,,0.0552919,4.99341
0.0553019,4.72305,,0.0553019,4.9934
0.0553119,4.7233,,0.0553119,4.99339
0.0553219,4.72355,,0.0553219,4.99339
0.0553319,4.7238,,0.0553319,4.99338
0.0553419,4.72405,,0.0553419,4.99337
0.0553519,4.7243,,0.0553519,4.99336
0.0553619,4.72455,,0.0553619,4.99335
0.0553719,4.7248,,0.0553719,4.99335
0.0553819,4.72505,,0.0553819,4.99334
0.0553919,4.7253,,0.0553919,4.99333
0.0554019,4.72555,,0.0554019,4.99332
0.0554119,4.7258,,0.0554119,4.99332
0.0554219,4.72605,,0.0554219,4.99331
0.0554319,4.7263,,0.0554319,4.9933
0.0554419,4.72655,,0.0554419,4.99329
0.0554519,4.7268,,0.0554519,4.99328
0.0554619,4.72704,,0.0554619,4.99328
0.0554719,4.72729,,0.0554719,4.99327
0.0554819,4.72754,,0.0554819,4.99326
0.0554919,4.72779,,0.0554919,4.99325
0.0555019,4.72803,,0.0555019,4.99324
0.0555119,4.72828,,0.0555119,4.99324
0.0555219,4.72853,,0.0555219,4.99323
0.0555319,4.72877,,0.0555319,4.99322
0.0555419,4.72902,,0.0555419,4.99321
0.0555519,4.72927,,0.0555519,4.9932
0.0555619,4.72951,,0.0555619,4.9932
0.0555719,4.72976,,0.0555719,4.99319
0.0555819,4.73,,0.0555819,4.99318
0.0555919,4.73025,,0.0555919,4.99317
0.0556019,4.73049,,0.0556019,4.99316
0.0556119,4.73074,,0.0556119,4.99315
0.0556219,4.73098,,0.0556219,4.99315
0.0556319,4.73123,,0.0556319,4.99314
0.0556419,4.73147,,0.0556419,4.99313
0.0556519,4.73172,,0.0556519,4.99312
0.0556619,4.73196,,0.0556619,4.99311
0.0556719,4.7322,,0.0556719,4.9931
0.0556819,4.73245,,0.0556819,4.9931
0.0556919,4.73269,,0.0556919,4.99309
0.0557019,4.73293,,0.0557019,4.99308
0.0557119,4.73317,,0.0557119,4.99307
0.0557219,4.73342,,0.0557219,4.99306
0.0557319,4.73366,,0.0557319,4.99305
0.0557419,4.7339,,0.0557419,4.99304
0.0557519,4.73414,,0.0557519,4.99304
0.0557619,4.73438,,0.0557619,4.99303
0.0557719,4.73462,,0.0557719,4.99302
0.0557819,4.73487,,0.0557819,4.99301
0.0557919,4.73511,,0.0557919,4.993
0.0558019,4.73535,,0.0558019,4.99299
0.0558119,4.73559,,0.0558119,4.99298
0.0558219,4.73583,,0.0558219,4.99297
0.0558319,4.73607,,0.0558319,4.99297
0.0558419,4.73631,,0.0558419,4.99296
0.0558519,4.73655,,0.0558519,4.99295
0.0558619,4.73679,,0.0558619,4.99294
0.0558719,4.73702,,0.0558719,4.99293
0.0558819,4.73726,,0.0558819,4.99292
0.0558919,4.7375,,0.0558919,4.99291
0.0559019,4.73774,,0.0559019,4.9929
0.0559119,4.73798,,0.0559119,4.99289
